Record;EDID;Full - Name
5436726;recipe_mod_HuntingRifle_Receiver_AmmoConv50-HipAccuracy;Plan: Hunting Rifle Precise .50 Receiver
5436731;recipe_mod_HuntingRifle_Receiver_AmmoConv38-Damage;Plan: Hunting Rifle Refined .38 Receiver
5436725;recipe_mod_HuntingRifle_Receiver_AmmoConv50-Damage;Plan: Hunting Rifle Refined .50 Receiver
3271253;recipe_mod_HuntingRifle_Receiver_ScorchedKiller;Plan: Hunting Rifle Scorched Killer's Receiver
5430359;recipe_mod_HuntingRifle_SCOPE_ShortScope_NV_Base;Plan: Hunting Rifle Short NV Scope
5147005;Recipe_Workshop_Appliances_IceMachine;Plan: Ice Machine
5952506;Recipe_Headwear_Insurgent;Plan: Insurgent Hat
5952505;Recipe_Clothes_InsurgentOutfit;Plan: Insurgent Outfit
5146995;Recipe_Workshop_Appliances_Jukebox;Plan: Jukebox
6392621;Recipe_Workshop_FloorDecor_Junkyard_Fountain;Plan: Junkyard Fountain
3803168;Recipe_Workshop_Chairs_Kitchen01;Plan: Kitchen Chairs
5147019;Recipe_Workshop_Appliances_Stove;Plan: Kitchen Stove
4419575;Recipe_Weapon_Melee_Knuckles;Plan: Knuckles
5143129;Recipe_Workshop_Power_Generator_Large;Plan: Large Generator
5147043;Recipe_Workshop_MiscStructures_Tent_Large;Plan: Large Tent
4023576;Recipe_Workshop_Container_ToolboxLarge;Plan: Large Toolbox
5145854;Recipe_Workshop_Water_WaterPurifierLarge;Plan: Large Water Purifier
4419592;Recipe_Weapon_Ranged_LaserGun;Plan: Laser Gun
5429839;recipe_mod_LaserGun_Barrel_Spinning_Recoil-HipAccuracy;Plan: Laser Gun Aligned Automatic Barrel
5430140;recipe_mod_LaserGun_SCOPE_longscope_NV_Base;Plan: Laser Gun Long NV Scope
5430141;recipe_mod_LaserGun_SCOPE_MediumScope_NV_Base;Plan: Laser Gun Medium NV Scope
5195629;Recipe_Weapon_Mod_Ranged_LaserGun_SCOPE_MediumScope_Base;Plan: Laser Gun Medium Scope
5429842;recipe_mod_LaserGun_Receiver_Burning-HipAccuracy;Plan: Laser Gun Refined Beta Wave Tuner
5429840;recipe_mod_LaserGun_Receiver_Burning-CritDMG;Plan: Laser Gun Severe Beta Wave Tuner
5430142;recipe_mod_LaserGun_SCOPE_shortscope_NV_Base;Plan: Laser Gun Short NV Scope
5429841;recipe_mod_LaserGun_Receiver_Burning-FastTrigger;Plan: Laser Gun Tuned Beta Wave Tuner
5195659;CUT_Recipe_Weapon_Ranged_LaserMusket;Plan: Laser Musket
5425839;CUT_recipe_mod_LaserMusket_Scope_ScopeLong_NV;Plan: Laser Musket Long NV Scope
5425840;CUT_recipe_mod_LaserMusket_Scope_ScopeMedium_NV;Plan: Laser Musket Medium NV Scope
5425841;CUT_recipe_mod_LaserMusket_Scope_ScopeShort_NV;Plan: Laser Musket Short NV Scope
5145903;Recipe_Workshop_FloorDecor_Misc_LawnFlamingos;Plan: Lawn Flamingoes
140540;recipe_mod_armor_Combat_Lining_Torso_ResistanceRadiation;Plan: Lead Lined Combat Armor Chest
197970;recipe_mod_armor_Leather_Lining_Torso_ResistanceRadiation;Plan: Lead Lined Leather Armor Chest
137396;recipe_DLC03_mod_armor_Marine_Lining_Torso_ResistanceRadiation;Plan: Lead Lined Marine Armor Chest
158238;recipe_mod_armor_Metal_Lining_Torso_ResistanceRadiation;Plan: Lead Lined Metal Armor Chest
194026;recipe_mod_armor_RaiderMod_Lining_Torso_ResistanceRadiation;Plan: Lead Lined Raider Armor Chest
157858;recipe_mod_armor_Trapper_Lining_Torso_ResistanceRadiation;Plan: Lead Lined Trapper Armor Chest
4419576;Recipe_Weapon_Melee_LeadPipe;Plan: Lead Pipe
5145869;Recipe_Workshop_WallDecor_Signs_LetterLabels;Plan: Letter Labels
5195650;Recipe_Weapon_Ranged_LeverGun;Plan: Lever Gun
3271252;recipe_DLC03_mod_LeverGun_SCOPE_Longscope_NV_Base;Plan: Lever Gun Long NV Scope
5442044;recipe_DLC03_mod_LeverGun_SCOPE_MediumScope_NV_Base;Plan: Lever Gun Medium NV Scope
5306490;recipe_mod_LeverGun_Receiver_ScorchedKiller;Plan: Lever Gun Scorched Killer's Receiver
5442045;recipe_DLC03_mod_LeverGun_SCOPE_shortscope_NV_Base;Plan: Lever Gun Short NV Scope
3803165;Recipe_Workshop_Lights_Lightboxes;Plan: Light Boxes
5199631;Recipe_Armor_Combat_Arms_Light;Plan: Light Combat Arms
5199632;Recipe_Armor_Combat_Legs_Light;Plan: Light Combat Legs
5199633;Recipe_Armor_Combat_Torso_Light;Plan: Light Combat Torso
5199629;Recipe_Armor_Metal_Arms_Light;Plan: Light Metal Arms
5199628;Recipe_Armor_Metal_Legs_Light;Plan: Light Metal Legs
5199625;Recipe_Armor_Metal_Torso_Light;Plan: Light Metal Torso
4419611;Recipe_Armor_Raider_Arms_Light;Plan: Light Raider Arms
4419612;Recipe_Armor_Raider_Legs_Light;Plan: Light Raider Legs
4419613;Recipe_Armor_Raider_Torso_Light;Plan: Light Raider Torso
5199634;Recipe_Armor_Robot_Arms_Light;Plan: Light Robot Arms
5199635;Recipe_Armor_Robot_Legs_Light;Plan: Light Robot Legs
5199636;Recipe_Armor_Robot_Torso_Light;Plan: Light Robot Torso
6143382;recipe_mod_armor_SecretService_Lining_Limb_Lighter_GoldVendor;Plan: Lighter Build Secret Service Armor Limbs
5145923;Recipe_Workshop_FloorDecor_Statues_Lions;Plan: Lion Statues
4023577;Recipe_Workshop_Container_Vault_Locker_01;Plan: Locker
4023584;Recipe_Workshop_Container_Prewar_Locker_01;Plan: Locker
4419607;recipe_Armor_Raider_Underarmor_LongJohns;Plan: Long Johns
5418906;zzzrecipe_mod_Enclave_PlasmaGun_SCOPE_Longscope_NV_Base;Plan: Long Night Vision Scope
4023518;Recipe_Workshop_Benches_Wood_ChurchPew_Long;Plan: Long Pew
4023524;Recipe_Workshop_Benches_Wood_Primitive_Long;Plan: Long Rustic Bench
3970268;Recipe_Workshop_Chairs_Chairs_Metal_Lounge;Plan: Lounge Chairs
5195660;Recipe_Weapon_Ranged_M79;Plan: M79 Grenade Launcher
2835116;recipe_mod_melee_Machete_Sacrificial;Plan: Machete Sacrificial Blade
4023552;Recipe_Workshop_Shelves_MagazineRackContainer02;Plan: Magazine Rack
5992433;Recipe_Headwear_Marine_Helmet;Plan: Marine Armor Helmet
5199637;Recipe_Armor_Marine_Arms;Plan: Marine Arms
5199638;Recipe_Armor_Marine_Legs;Plan: Marine Legs
4419610;recipe_Armor_Marine_Underarmor_Helmet;Plan: Marine Tactical Helmet
5199639;Recipe_Armor_Marine_Torso;Plan: Marine Torso
3224268;recipe_Armor_Marine_Underarmor_Wetsuit;Plan: Marine Wetsuit
3803163;Recipe_Workshop_Lights_MarqueeArrows;Plan: Marquee Arrows
5130317;Recipe_Workshop_Bed_BedMattress;Plan: Mattress
6216302;Recipe_Workshop_Container_StashBox_MeatBag_Floor;Plan: Meat Bag Stash Box
5583537;Recipe_Weapon_Thrown_MeatCleaver;Plan: Meat Cleaver
5156588;Recipe_Weapon_Melee_MeatHook;Plan: Meat Hook
5907962;E06_Colossus_Recipe_Workshop_FloorDecor_WendigoColossusMeatPile;Plan: Meat Pile
5581014;Recipe_Weapon_Melee_MeatTenderizer;Plan: Meat Tenderizer
5586646;Recipe_Workshop_FloorDecor_Misc_MeatWeek_PoleFlag1;Plan: Meat Week Flag
5586647;Recipe_Workshop_FloorDecor_Misc_MeatWeek_PoleFlag2;Plan: Meat Week Flag
5586648;Recipe_Workshop_FloorDecor_Misc_MeatWeek_PoleFlag3;Plan: Meat Week Flag
6095001;Recipe_Tinkers_Souvenir_Stein_Chally;Plan: Meat Week Souvenir Beer Stein
6284435;Recipe_Weapon_Ranged_44_MedicalMalpractice;Plan: Medical Malpractice
5143127;Recipe_Workshop_Power_Generator_Medium;Plan: Medium Generator
5418907;zzzrecipe_mod_Enclave_PlasmaGun_SCOPE_MediumScope_NV_Base;Plan: Medium Night Vision Scope
5927566;Recipe_Workshop_FloorDecor_Rugs_MegaSloth;Plan: Megasloth Pelt Rug
6319253;Recipe_Clothes_MercenaryOutfit;Plan: Mercenary Outfit
5130322;Recipe_Workshop_Bed_BedMetal;Plan: Metal Bed
4023504;Recipe_Workshop_Benches_Metal_VaultMetal;Plan: Metal Bench
4023586;Recipe_Workshop_Container_MetalBox;Plan: Metal Box
5139702;Recipe_Workshop_Walls_Metal_Set;Plan: Metal Building Set
5130353;Recipe_Workshop_Doors_DoorsMetal_Diner;Plan: Metal Diner Doors
5130349;Recipe_Workshop_Doors_DoorsMetal_Industrial;Plan: Metal Industrial Doors
3963887;Recipe_Workshop_Tables_NpcTableVaultSit02;Plan: Metal Picnic Table
5130351;Recipe_Workshop_Doors_DoorsMetal_Security;Plan: Metal Security Doors
4023554;Recipe_Workshop_Shelves_Metal01;Plan: Metal Shelves
4023558;Recipe_Workshop_WallDecor_SignsMetal;Plan: Metal Signs
5139691;Recipe_Workshop_Chairs_Stools_Metal;Plan: Metal Stools
3963884;Recipe_Workshop_Tables_MetalTables;Plan: Metal Tables
5195661;Recipe_Weapon_Ranged_MG42;Plan: MG42 Light Machine Gun
5130324;Recipe_Workshop_Bed_BedMilitaryCot;Plan: Military Cot
5147007;Recipe_Workshop_Appliances_MilkMachine;Plan: Milk Machine
4419604;Recipe_Weapon_Ranged_MiniGun_MQ;Plan: Minigun
5425842;recipe_mod_Minigun_BarrelMinigun_TriBarrel;Plan: Minigun Tri Barrel
3963904;Recipe_Workshop_Lights_MirrorBall01;Plan: Mirror Ball
5145837;Recipe_Tinkers_GrenadeFragMIRV;Plan: MIRV Frag Grenade
5195662;Recipe_Weapon_Ranged_MissileLauncher_MQ;Plan: Missile Launcher
5424173;recipe_mod_MissileLauncher_Scope_ScopeLong_NV;Plan: Missile Launcher NV Scope
5424175;recipe_mod_MissileLauncher_TubeBarrel_Quad;Plan: Missile Launcher Quad Barrel
5424174;recipe_mod_MissileLauncher_Scope_TargetingBox;Plan: Missile Launcher Targeting Computer
5424176;recipe_mod_MissileLauncher_TubeBarrel_Triple;Plan: Missile Launcher Triple Barrel
5731012;Recipe_Workshop_FloorDecor_PumpkinCarved07;Plan: Mobster Jack O'Lantern
3970282;Recipe_Workshop_Chairs_Chairs_Padded_Modern;Plan: Modern Cloth Chairs
4023565;Recipe_Workshop_Couches_Modern;Plan: Modern Couches
3963885;Recipe_Workshop_Tables_ModernDomestic_Ruin_Kitchen;Plan: Modern Kitchen Tables
5152709;Recipe_Workshop_WallDecor_WallPaintings_Modern;Plan: Modern Paintings
3963892;Recipe_Workshop_Tables_PlayerHouse_Ruin_LivingRoom;Plan: Modern Tables
5146997;Recipe_Workshop_Appliances_HighTechTV_Dirty;Plan: Modern TV
4419577;Recipe_Weapon_Melee_MoleMinerGauntlet;Plan: Mole Miner Gauntlet
6178980;Recipe_Workshop_WallDecor_WindChime_Molerat;Plan: Molerat Wind Chime
4413526;Recipe_Workshop_WallDecor_Taxidermy_MountedAntlers;Plan: Mounted Antlers
4413535;Recipe_Workshop_WallDecor_76Taxidermy_RadBeaver;Plan: Mounted Beaver
5152751;Recipe_Workshop_WallDecor_Taxidermy_Bloatfly;Plan: Mounted Bloatfly Head
5152729;Recipe_Workshop_WallDecor_Taxidermy_Bloodbug;Plan: Mounted Bloodbug
5152753;Recipe_Workshop_WallDecor_Taxidermy_Brahmin;Plan: Mounted Brahmin Heads
5152745;Recipe_Workshop_WallDecor_Taxidermy_Cat;Plan: Mounted Cat Head
5152763;Recipe_Workshop_WallDecor_Taxidermy_Deathclaw;Plan: Mounted Deathclaw Head
4413527;Recipe_Workshop_WallDecor_Taxidermy_MountedDeerHead;Plan: Mounted Deer Head
5152724;Recipe_Workshop_WallDecor_Taxidermy_Dog;Plan: Mounted Dog Head
5152755;Recipe_Workshop_WallDecor_Taxidermy_FeralGhoul;Plan: Mounted Feral Ghoul Head
4413528;Recipe_Workshop_WallDecor_76Taxidermy_FireflyOn;Plan: Mounted Firefly
4413529;Recipe_Workshop_WallDecor_76Taxidermy_Fox;Plan: Mounted Fox
4413536;Recipe_Workshop_WallDecor_76Taxidermy_RadFrogBlue;Plan: Mounted Frog
5152759;Recipe_Workshop_WallDecor_Taxidermy_FeralGlowingOne;Plan: Mounted Glowing One Head
4251459;Recipe_Workshop_WallDecor_76Taxidermy_Gorilla;Plan: Mounted Gorilla Head
4413530;Recipe_Workshop_WallDecor_76Taxidermy_HoneyBeast;Plan: Mounted Honey Beast
4413531;Recipe_Workshop_WallDecor_76Taxidermy_Megasloth;Plan: Mounted Mega Sloth
5152765;Recipe_Workshop_WallDecor_Taxidermy_Mirelurk;Plan: Mounted Mirelurk Claw
5152761;Recipe_Workshop_WallDecor_Taxidermy_MirelurkHunter;Plan: Mounted Mirelurk Hunter Head
5152731;Recipe_Workshop_WallDecor_Taxidermy_MirelurkKing;Plan: Mounted Mirelurk King Head
5152733;Recipe_Workshop_WallDecor_Taxidermy_MirelurkQueen;Plan: Mounted Mirelurk Queen Claw
5152747;Recipe_Workshop_WallDecor_Taxidermy_Molerat;Plan: Mounted Molerat Head
5152735;Recipe_Workshop_WallDecor_Taxidermy_Raddog;Plan: Mounted Mongrel Head
4413532;Recipe_Workshop_WallDecor_76Taxidermy_Mothman;Plan: Mounted Mothman
5152757;Recipe_Workshop_WallDecor_Taxidermy_FEVHound;Plan: Mounted Mutant Hound Head
4413533;Recipe_Workshop_WallDecor_76Taxidermy_Opossum;Plan: Mounted Opossum
4413534;P01B_Mini_Random03_Recipe_Workshop_WallDecor_76Taxidermy_Owlet;Plan: Mounted Owlet
5152737;Recipe_Workshop_WallDecor_Taxidermy_Radroach;Plan: Mounted Radroach
5152739;Recipe_Workshop_WallDecor_Taxidermy_Radscorpion;Plan: Mounted Radscorpion
5152749;Recipe_Workshop_WallDecor_Taxidermy_Radstag;Plan: Mounted Radstag Head
4413538;Recipe_Workshop_WallDecor_76Taxidermy_RadToad;Plan: Mounted Radtoad
4413539;Recipe_Workshop_WallDecor_76Taxidermy_ScorchedBeast;Plan: Mounted Scorchbeast
4413540;Recipe_Workshop_WallDecor_76Taxidermy_ScorchedBeastQueen;Plan: Mounted Scorchbeast Queen
4413541;Recipe_Workshop_WallDecor_76Taxidermy_Snallygaster;Plan: Mounted Snallygaster
4413537;Recipe_Workshop_WallDecor_76Taxidermy_RadSquirrel;Plan: Mounted Squirrel
5152741;Recipe_Workshop_WallDecor_Taxidermy_Stingwing;Plan: Mounted Stingwing
4413542;Recipe_Workshop_WallDecor_Taxidermy_Tick;Plan: Mounted Tick
4413543;P01B_Mini_Random01_Recipe_Workshop_WallDecor_76Taxidermy_Wendigo;Plan: Mounted Wendigo
4152480;P01B_Lying_01_Recipe_Workshop_WallDecor_Taxidermy_Wolf;Plan: Mounted Wolf Head
5152743;P01B_Mini_Random02_Recipe_Workshop_WallDecor_Taxidermy_YaoGuai;Plan: Mounted Yao Guai Head
5194469;Recipe_Weapon_Melee_MrHandyBuzzBlade;Plan: Mr. Handy Buzz Blade
6149770;Recipe_Workshop_FloorDecor_Musket_Stack_Monument;Plan: Musket Stack Monument
6279310;Recipe_Workshop_WallDecor_WallClocks_NeonLightDiner;Plan: Neon Light Diner Clock
4023583;Recipe_Workshop_Container_Prewar_NewsStand;Plan: News Stand
3963908;Recipe_Workshop_Lights_TableLamps_NixieTubeLight;Plan: Nixie Lamp
5145835;POST_Recipe_Tinkers_GrenadeNukaCherry;Plan: Nuka Cherry Grenade
5145838;Recipe_Tinkers_GrenadeNukaQuantum;Plan: Nuka Quantum Grenade
4023539;Recipe_Workshop_WallDecor_WallClocks_NukaCola;Plan: Nuka-Cola Clock
6374292;SCORE_Recipe_workshop_CAMP_Utility_Collectron_NukaCola_GoldVendor;Plan: Nuka-Cola Collectron
5145839;Recipe_Tinkers_GrenadeNuka;Plan: Nuka-Cola Grenade
5147009;Recipe_Workshop_Appliances_NukaColaMachine;Plan: Nuka-Cola Machine
5145840;Recipe_Tinkers_MineNuke;Plan: Nuke Mine
3970270;Recipe_Workshop_Chairs_Chairs_Metal_Office;Plan: Office Chairs
4023567;Recipe_Workshop_Couches_Office;Plan: Office Couches
3963888;Recipe_Workshop_Tables_OfficeDesk01;Plan: Office Desk
4156250;Recipe_Workshop_FloorDecor_Statues_Fasnacht_OldManWinter;Plan: Old Man Winter Effigy
6216301;Recipe_Workshop_Lights_NeonSignOpen;Plan: Open Neon Sign
5130319;Recipe_Workshop_Doors_DoorsWood_Painted;Plan: Painted Wooden Doors
4023522;Recipe_Workshop_Benches_Wood_Park;Plan: Park Bench
5147011;Recipe_Workshop_Appliances_Grill01;Plan: Park Grill
3963889;Recipe_Workshop_Tables_TablePatio01;Plan: Patio Table
6363742;Recipe_Weapon_Ranged_PepperShaker;Plan: Pepper Shaker
6363743;recipe_mod_PepperShaker_Barrel_Dual_GoldVendor;Plan: Pepper Shaker Dual Barrel
6363748;recipe_mod_PepperShaker_Scope_ReflexSight_GoldVendor;Plan: Pepper Shaker Gunner Sight
6363744;recipe_mod_PepperShaker_Barrel_Hex_GoldVendor;Plan: Pepper Shaker Hex Barrel
6363746;recipe_mod_PepperShaker_Magazine_Laser_GoldVendor;Plan: Pepper Shaker Laser Magazine
6363747;recipe_mod_PepperShaker_Magazine_Plasma_GoldVendor;Plan: Pepper Shaker Plasma Magazine
6363745;recipe_mod_PepperShaker_Barrel_Single_GoldVendor;Plan: Pepper Shaker Single Barrel
5581016;recipe_mod_melee_MeatTenderizer_Peppered;Plan: Peppered Tenderizer Mod
4023602;Recipe_Workshop_Instruments_Pianos;Plan: Pianos
5158720;Recipe_Weapon_Melee_PickAxe;Plan: Pickaxe
4152984;P01B_Mini_Random04_Recipe_Workshop_FloorDecor_Rugs_PicnicBlanket;Plan: Picnic Blanket
3963890;Recipe_Workshop_Tables_NpcTablePicnicSit01;Plan: Picnic Table
4629420;zzz_Recipe_Backpack_Material_Pink;Plan: Pink Backpack Material
4179939;P01C_Tadpole_Recipe_Workshop_FloorDecor_Misc_PioneerScout_Possum;Plan: Pioneer Scout Banner: Possum
4179938;P01C_Tadpole_Recipe_Workshop_FloorDecor_Misc_PioneerScout_Squirrel;Plan: Pioneer Scout Banner: Squirrel
4179937;P01C_Tadpole_Recipe_Workshop_FloorDecor_Misc_PioneerScout_Tadpole;Plan: Pioneer Scout Banner: Tadpole
4176797;recipe_mod_BowieKnife_Material_Paint_Scout;Plan: Pioneer Scout Bowie Knife Paint
4179940;P01C_Tadpole_Recipe_Workshop_WallDecor_Posters_PioneerScout_Plants;Plan: Pioneer Scout Plant Poster
4361156;P01C_Tadpole_Recipe_Backpack_Standard_Material_Scout_Possum;Plan: Pioneer Scout Possum Backpack
4384552;P01C_Tadpole_Recipe_Workshop_WallDecor_Posters_PioneerScout;Plan: Pioneer Scout Poster
4343590;P01C_Tadpole_Recipe_Workshop_Bed_PioneerScout_SleepingBag;Plan: Pioneer Scout Sleeping Bag
4343592;P01C_Recipe_Workshop_Container_PioneerScout_StashBox;Plan: Pioneer Scout Stash Box
4629357;P01C_Tadpole_Recipe_Backpack_Standard_Material_Scout_Tadpole;Plan: Pioneer Scout Tadpole Backpack
5912811;W05_Recipe_mod_Pipboy_MKVII_W05_MQS_201P;Plan: Pip-Boy 2000 Mk VII Paint
5424151;recipe_mod_PipeBoltAction_Receiver_AmmoConv38;Plan: Pipe Bolt-Action .38 Receiver
5424152;recipe_mod_PipeBoltAction_Receiver_AmmoConv38-CritDMG;Plan: Pipe Bolt-Action Critical .38 Receiver
5423845;recipe_mod_PipeBoltAction_Receiver_fasttrigger-AmmoConversion;Plan: Pipe Bolt-Action Hasty .38 Receiver
5423846;recipe_mod_PipeBoltAction_SCOPE_longscope_NV_Base;Plan: Pipe Bolt-Action Long Night Vision Scope
5423847;recipe_mod_PipeBoltAction_SCOPE_mediumscope_NV_Base;Plan: Pipe Bolt-Action Medium Night Vision Scope
5424154;recipe_mod_PipeBoltAction_Receiver_AmmoConv38-HipAccuracy;Plan: Pipe Bolt-Action Precise .38 Receiver
5424153;recipe_mod_PipeBoltAction_Receiver_AmmoConv38-Damage;Plan: Pipe Bolt-Action Refined .38 Receiver
5423848;recipe_mod_PipeBoltAction_SCOPE_shortscope_NV_Base;Plan: Pipe Bolt-Action Short Night Vision Scope
5423800;recipe_mod_PipeGun_Receiver_AmmoConv45;Plan: Pipe Gun .45 Receiver
5195630;Recipe_Weapon_Mod_Ranged_PipeGun_receiver_automatic_base;Plan: Pipe Gun Automatic Mod
5423801;recipe_mod_PipeGun_Receiver_AmmoConv45-CritDMG;Plan: Pipe Gun Critical .45 Receiver
5422059;recipe_mod_PipeGun_Receiver_FastTrigger-AmmoConversion;Plan: Pipe Gun Hasty .45 Receiver
5422060;recipe_mod_PipeGun_SCOPE_longscope_NV_Base;Plan: Pipe Gun Long Night Vision Scope
5422061;recipe_mod_PipeGun_SCOPE_mediumscope_NV_Base;Plan: Pipe Gun Medium Night Vision Scope
5423802;recipe_mod_PipeGun_Receiver_AmmoConv45-Damage;Plan: Pipe Gun Refined .45 Receiver
5422053;recipe_mod_PipeGun_SCOPE_shortscope_NV_Base;Plan: Pipe Gun Short Night Vision Scope
5422054;recipe_mod_PipeRevolver_Receiver_AmmoConv38;Plan: Pipe Revolver .38 Receiver
5422055;recipe_mod_PipeRevolver_Receiver_AmmoConv38-CritDMG;Plan: Pipe Revolver Critical .38 Receiver
5421795;recipe_mod_PipeRevolver_Receiver_FastTrigger-AmmoConversion;Plan: Pipe Revolver Hasty .38 Receiver
5421796;recipe_mod_PipeRevolver_SCOPE_longscope_NV_Base;Plan: Pipe Revolver Long NV Scope
5421797;recipe_mod_PipeRevolver_SCOPE_mediumscope_NV_Base;Plan: Pipe Revolver Medium NV Scope
5421794;recipe_mod_PipeRevolver_Receiver_AmmoConv38-HipAccuracy;Plan: Pipe Revolver Precise .38 Receiver
5422056;recipe_mod_PipeRevolver_Receiver_AmmoConv38-Damage;Plan: Pipe Revolver Refined .38 Receiver
4419578;Recipe_Weapon_Melee_PipeWrench;Plan: Pipe Wrench
4419579;Recipe_Weapon_Melee_Pitchfork;Plan: Pitchfork
2835117;recipe_mod_melee_Pitchfork_Flamer;Plan: Pitchfork Flamer
5804897;W05_Recipe_Weapon_Ranged_PlasmaCaster_GoldVendor;Plan: Plasma Caster
5895255;W05_recipe_mod_PlasmaCaster_Barrel_Sniper_Recoil-HipAccuracy_GoldVendor;Plan: Plasma Caster Aligned Sniper Barrel
5907806;W05_recipe_mod_PlasmaCaster_Receiver_CritDMG_GoldVendor;Plan: Plasma Caster Calibrated Capacitor
5836740;W05_recipe_mod_PlasmaCaster_Receiver_Pulse_GoldVendor;Plan: Plasma Caster Pulse Capacitor
5907808;W05_recipe_mod_PlasmaCaster_Receiver_HipAccuracy_GoldVendor;Plan: Plasma Caster True Capacitor
5895256;W05_recipe_mod_PlasmaCaster_Barrel_Long_HipAccuracy_GoldVendor;Plan: Plasma Caster True Long Barrel
5879653;recipe_mod_Crossbow_receiver_Plasma;Plan: Plasma Crossbow Frame
6212483;Recipe_Weapon_Melee_PlasmaSword;Plan: Plasma Cutter
6212484;Recipe_mod_Melee_PlasmaSword_Cryo_GoldVendor;Plan: Plasma Cutter Cryo Blade
6212485;Recipe_mod_Melee_PlasmaSword_Fire_GoldVendor;Plan: Plasma Cutter Flaming Blade
6212486;Recipe_mod_Melee_PlasmaSword_Shock_GoldVendor;Plan: Plasma Cutter Shock Blade
5145842;Recipe_Tinkers_GrenadePlasma;Plan: Plasma Grenade
4419594;Recipe_Weapon_Ranged_PlasmaGun;Plan: Plasma Gun
5418690;recipe_mod_PlasmaGun_Barrel_Spin_Recoil-HipAccuracy;Plan: Plasma Gun Aligned Automatic Barrel
5417100;recipe_mod_PlasmaGun_Receiver_Burning-CritDMG;Plan: Plasma Gun Calibrated Beta Wave Tuner
5442046;recipe_mod_PlasmaGun_SCOPE_Longscope_NV_Base;Plan: Plasma Gun Long NV Scope
5442047;recipe_mod_PlasmaGun_SCOPE_MediumScope_NV_Base;Plan: Plasma Gun Medium NV Scope
5417101;recipe_mod_PlasmaGun_Receiver_Burning-HipAccuracy;Plan: Plasma Gun Refined Beta Wave Tuner
5441940;recipe_mod_PlasmaGun_SCOPE_shortscope_NV_Base;Plan: Plasma Gun Short NV Scope
5418689;recipe_mod_PlasmaGun_Barrel_Shotgun_Recoil;Plan: Plasma Gun Stabilized Splitter
5418687;recipe_mod_PlasmaGun_Barrel_Flamer_Recoil;Plan: Plasma Gun Stablilized Flamer Barrel
5418909;recipe_mod_PlasmaGun_Barrel_Flamer_HipAccuracy;Plan: Plasma Gun True Flamer Barrel
5418688;recipe_mod_PlasmaGun_Barrel_Shotgun_HipAccuracy;Plan: Plasma Gun True Splitter
5145841;Recipe_Tinkers_MinePlasma;Plan: Plasma Mine
6343482;Recipe_Workshop_FloorDecor_PlasticFruitBowl;Plan: Plastic Fruit Bowl
6343481;Recipe_Workshop_WallDecor_PlasticFruitWreath;Plan: Plastic Fruit Wreath
143001;recipe_mod_armor_Combat_Lining_Torso_ImprovedCarryCapacity;Plan: Pocketed Combat Armor Chest
157833;recipe_mod_armor_Combat_Lining_Limb_ImprovedCarryCapacity;Plan: Pocketed Combat Armor Limbs
217958;recipe_mod_armor_Leather_Lining_Torso_ImprovedCarryCapacity;Plan: Pocketed Leather Armor Chest
218219;recipe_mod_armor_Leather_Lining_Limb_ImprovedCarryCapacity;Plan: Pocketed Leather Armor Limbs
137414;recipe_DLC03_mod_armor_Marine_Lining_Torso_ImprovedCarryCapacity2;Plan: Pocketed Marine Armor Chest
178549;recipe_mod_armor_Metal_Lining_Torso_ImprovedCarryCapacity;Plan: Pocketed Metal Armor Chest
190678;recipe_mod_armor_Metal_Lining_Limb_ImprovedCarryCapacity;Plan: Pocketed Metal Armor Limbs
195690;recipe_mod_armor_RaiderMod_Lining_Torso_ImprovedCarryCapacity;Plan: Pocketed Raider Armor Chest
197972;recipe_mod_armor_RaiderMod_Lining_Limb_ImprovedCarryCapacity;Plan: Pocketed Raider Armor Limbs
158144;recipe_mod_armor_Robot_Lining_Torso_ImprovedCarryCapacity;Plan: Pocketed Robot Armor Chest
158143;recipe_mod_armor_Robot_Lining_Limb_ImprovedCarryCapacity;Plan: Pocketed Robot Armor Limbs
157926;recipe_mod_armor_Trapper_Lining_Torso_ImprovedCarryCapacity;Plan: Pocketed Trapper Armor Chest
158019;recipe_mod_armor_Trapper_Lining_Limb_ImprovedCarryCapacity;Plan: Pocketed Trapper Armor Limbs
5879656;recipe_mod_Crossbow_receiver_Poison;Plan: Poisoned Crossbow Frame
4582491;recipe_mod_melee_SheepsquatchClub_Poison;Plan: Poisoned Sheepsquatch Club
4582485;recipe_mod_melee_SheepsquatchStaff_Poison;Plan: Poisoned Sheepsquatch Staff
4419572;Recipe_Weapon_Melee_PoleHook;Plan: Pole Hook
6217191;Recipe_Workshop_Bed_Poodle_SleepingBag;Plan: Poodle Sleeping Bag
4419588;Recipe_Weapon_Melee_PoolCue;Plan: Pool Cue
3963893;Recipe_Workshop_Tables_PoolTable01;Plan: Pool Table
5147045;Recipe_Workshop_MiscStructures_PortaPotty;Plan: Portable Toilet
4281699;Recipe_Workshop_WallDecor_Posters_Bucketlist_Postcards;Plan: Postcard Collage Poster
5145901;Recipe_Workshop_FloorDecor_Misc_PottedPlants;Plan: Potted Plants
5130367;Recipe_Workshop_Crafting_CraftingPowerArmor;Plan: Power Armor Stations
5194466;Recipe_Weapon_Melee_Powerfist;Plan: Power Fist
5145863;Recipe_Workshop_Walls_PoweredGates;Plan: Powered Gates
2835118;recipe_mod_melee_Powerfist_Heated;Plan: Powerfist Heating Coil
